更新时间,#genre#
CCTV-17,http://223.10.115.195:8082/rtp/239.1.1.23:8023$山西电信组播源|1920x1080
CCTV-17,http://221.205.181.41:8005/rtp/226.0.2.170:9272$山西联通组播源|1920x1080
CCTV-17,http://118.81.216.8:8005/rtp/226.0.2.170:9272$山西联通组播源|1920x1080
CCTV-17,http://60.220.167.105:8083/rtp/226.0.2.170:9272$山西联通组播源|1920x1080
CCTV-17,http://60.223.72.17:8004/rtp/226.0.2.170:9272$山西联通组播源|1920x1080
CCTV-17,http://221.205.181.41:8005/rtp/226.0.2.207:9568$山西联通组播源|1920x1080
CCTV-17,http://118.81.216.8:8005/rtp/226.0.2.207:9568$山西联通组播源|1920x1080
CCTV-17,http://60.220.167.105:8083/rtp/226.0.2.207:9568$山西联通组播源|1920x1080
CCTV-17,http://60.223.72.17:8004/rtp/226.0.2.207:9568$山西联通组播源|1920x1080
CETV1,http://171.213.131.154:4022/rtp/239.93.1.111:5140$四川电信组播源|1920x1080
CETV1,http://122.231.41.93:4022/rtp/233.50.201.75:5140$浙江电信组播源|1920x1080
CETV1,http://221.205.181.41:8005/rtp/226.0.2.68:8456$山西联通组播源|1920x1080
CETV1,http://118.81.216.8:8005/rtp/226.0.2.68:8456$山西联通组播源|1920x1080
CETV1,http://60.220.167.105:8083/rtp/226.0.2.68:8456$山西联通组播源|1920x1080
CETV1,http://60.223.72.17:8004/rtp/226.0.2.68:8456$山西联通组播源|1920x1080
CETV1,http://221.205.181.41:8005/rtp/226.0.2.181:9360$山西联通组播源|1920x1080
CETV1,http://118.81.216.8:8005/rtp/226.0.2.181:9360$山西联通组播源|1920x1080
CETV1,http://60.220.167.105:8083/rtp/226.0.2.181:9360$山西联通组播源|1920x1080
CETV1,http://60.223.72.17:8004/rtp/226.0.2.181:9360$山西联通组播源|1920x1080
CETV2,http://171.213.131.154:4022/rtp/239.93.0.113:5140$四川电信组播源|1920x1080
CETV2,http://221.205.181.41:8005/rtp/226.0.2.69:8464$山西联通组播源|1920x1080
CETV2,http://118.81.216.8:8005/rtp/226.0.2.69:8464$山西联通组播源|1920x1080
CETV2,http://60.220.167.105:8083/rtp/226.0.2.69:8464$山西联通组播源|1920x1080
CETV2,http://60.223.72.17:8004/rtp/226.0.2.69:8464$山西联通组播源|1920x1080
CETV2,http://122.9.151.210:887/rtp/238.255.2.221:5999$贵州电信组播源
CETV2,http://123.56.129.203:4310/rtp/225.1.8.193:4120$北京电信组播源
CETV2,http://221.205.181.41:8005/rtp/226.0.2.69:8464$|1920x1080
CETV2,http://60.223.72.17:8004/rtp/226.0.2.69:8464$|1920x1080
CETV2,http://171.118.136.143:8083/rtp/226.0.2.69:8464$|1920x1080
CETV4,http://171.213.131.154:4022/rtp/239.93.0.50:5140$四川电信组播源|1920x1080
CETV4,http://122.231.41.93:4022/rtp/233.50.200.162:5140$浙江电信组播源|1920x1080
CETV4,http://221.205.181.41:8005/rtp/226.0.2.70:8472$山西联通组播源|1920x1080
CETV4,http://118.81.216.8:8005/rtp/226.0.2.70:8472$山西联通组播源|1920x1080
CETV4,http://60.220.167.105:8083/rtp/226.0.2.70:8472$山西联通组播源|1920x1080
CETV4,http://60.223.72.17:8004/rtp/226.0.2.70:8472$山西联通组播源|1920x1080
CETV4,http://112.226.139.185:9999/rtp/239.253.254.116:8000$山东联通组播源|1920x1080
CETV4,http://122.9.151.210:887/rtp/238.255.2.222:5999$贵州电信组播源
CETV4,http://123.56.129.203:4310/rtp/225.1.8.195:4120$北京电信组播源
CETV4,http://221.205.181.41:8005/rtp/226.0.2.70:8472$|1920x1080
💰央视付费频道,#genre#
文化精品,http://222.169.41.210:9901/tsfile/live/1015_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
文化精品,http://58.215.3.254:8686/rtp/239.49.9.11:6000$江苏电信组播源|1920x1080
文化精品,http://121.237.155.224:8800/rtp/239.49.9.11:6000$江苏电信组播源|1920x1080
文化精品,http://58.215.3.254:8686/rtp/239.49.1.66:6000$江苏电信组播源|1920x1080
文化精品,http://121.237.155.224:8800/rtp/239.49.1.66:6000$江苏电信组播源|1920x1080
文化精品,http://117.62.6.204:8887/rtp/239.49.9.11:6000$|1920x1080
文化精品,http://121.237.155.224:8800/rtp/239.49.9.11:6000$|1920x1080
文化精品,http://180.113.67.53:8787/rtp/239.49.9.11:6000$|1920x1080
文化精品,http://58.215.3.254:8686/rtp/239.49.9.11:6000$|1920x1080
文化精品,http://180.125.205.135:8888/rtp/239.49.9.11:6000$|1920x1080
文化精品,http://117.62.6.204:8887/rtp/239.49.1.66:6000$|1920x1080
央视台球,http://222.169.41.210:9901/tsfile/live/1012_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
央视台球,http://58.215.3.254:8686/rtp/239.49.9.22:6000$江苏电信组播源|1920x1080
央视台球,http://121.237.155.224:8800/rtp/239.49.9.22:6000$江苏电信组播源|1920x1080
央视台球,http://113.248.167.107:9999/rtp/235.254.198.92:1644$重庆电信组播源|1920x1080
央视台球,http://117.62.6.204:8887/rtp/239.49.9.22:6000$|1920x1080
央视台球,http://121.237.155.224:8800/rtp/239.49.9.22:6000$|1920x1080
央视台球,http://180.113.67.53:8787/rtp/239.49.9.22:6000$|1920x1080
央视台球,http://58.215.3.254:8686/rtp/239.49.9.22:6000$|1920x1080
央视台球,http://180.125.205.135:8888/rtp/239.49.9.22:6000$|1920x1080
央视台球,http://222.169.41.210:9901/tsfile/live/1012_1.m3u8?key=txiptv&playlive=1&authid=0$
央视台球,http://121.29.111.242:8888/rtp/239.253.93.231:6409$|1920x1080
风云音乐,http://112.234.23.81:9901/tsfile/live/1030_1.m3u8?key=txiptv&playlive=1&authid=0$
风云音乐,http://117.62.6.204:8887/rtp/239.49.9.13:6000$|1920x1080
风云音乐,http://121.237.155.224:8800/rtp/239.49.9.13:6000$|1920x1080
风云音乐,http://180.113.67.53:8787/rtp/239.49.9.13:6000$|1920x1080
风云音乐,http://58.215.3.254:8686/rtp/239.49.9.13:6000$|1920x1080
风云音乐,http://180.125.205.135:8888/rtp/239.49.9.13:6000$|1920x1080
风云音乐,http://117.62.6.204:8887/rtp/239.49.1.68:6000$|1920x1080
风云音乐,http://121.237.155.224:8800/rtp/239.49.1.68:6000$|1920x1080
风云音乐,http://180.113.67.53:8787/rtp/239.49.1.68:6000$|1920x1080
风云音乐,http://58.215.3.254:8686/rtp/239.49.1.68:6000$|1920x1080
风云音乐,http://58.215.3.254:8686/rtp/239.49.9.13:6000$江苏电信组播源|1920x1080
风云音乐,http://121.237.155.224:8800/rtp/239.49.9.13:6000$江苏电信组播源|1920x1080
风云音乐,http://58.215.3.254:8686/rtp/239.49.1.68:6000$江苏电信组播源|1920x1080
风云音乐,http://121.237.155.224:8800/rtp/239.49.1.68:6000$江苏电信组播源|1920x1080
第一剧场,http://112.234.23.81:9901/tsfile/live/1034_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
第一剧场,http://58.19.38.162:9901/tsfile/live/1035_1.m3u8?key=txiptv&playlive=1&authid=0$
第一剧场,http://112.234.23.81:9901/tsfile/live/1034_1.m3u8?key=txiptv&playlive=1&authid=0$
第一剧场,http://117.62.6.204:8887/rtp/239.49.9.15:6000$|1920x1080
第一剧场,http://121.237.155.224:8800/rtp/239.49.9.15:6000$|1920x1080
第一剧场,http://180.113.67.53:8787/rtp/239.49.9.15:6000$|1920x1080
第一剧场,http://58.215.3.254:8686/rtp/239.49.9.15:6000$|1920x1080
第一剧场,http://180.125.205.135:8888/rtp/239.49.9.15:6000$|1920x1080
第一剧场,http://117.62.6.204:8887/rtp/239.49.1.226:6000$|1920x1080
第一剧场,http://121.237.155.224:8800/rtp/239.49.1.226:6000$|1920x1080
第一剧场,http://180.113.67.53:8787/rtp/239.49.1.226:6000$|1920x1080
第一剧场,http://58.215.3.254:8686/rtp/239.49.9.15:6000$江苏电信组播源|1920x1080
第一剧场,http://121.237.155.224:8800/rtp/239.49.9.15:6000$江苏电信组播源|1920x1080
第一剧场,http://58.215.3.254:8686/rtp/239.49.1.226:6000$江苏电信组播源|1920x1080
第一剧场,http://121.237.155.224:8800/rtp/239.49.1.226:6000$江苏电信组播源|1920x1080
风云剧场,http://112.234.23.81:9901/tsfile/live/1029_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
风云剧场,http://112.234.23.81:9901/tsfile/live/1029_1.m3u8?key=txiptv&playlive=1&authid=0$
风云剧场,http://117.62.6.204:8887/rtp/239.49.9.10:6000$|1920x1080
风云剧场,http://121.237.155.224:8800/rtp/239.49.9.10:6000$|1920x1080
风云剧场,http://180.113.67.53:8787/rtp/239.49.9.10:6000$|1920x1080
风云剧场,http://58.215.3.254:8686/rtp/239.49.9.10:6000$|1920x1080
风云剧场,http://180.125.205.135:8888/rtp/239.49.9.10:6000$|1920x1080
风云剧场,http://117.62.6.204:8887/rtp/239.49.1.65:6000$|1920x1080
风云剧场,http://121.237.155.224:8800/rtp/239.49.1.65:6000$|1920x1080
风云剧场,http://180.113.67.53:8787/rtp/239.49.1.65:6000$|1920x1080
风云剧场,http://58.215.3.254:8686/rtp/239.49.1.65:6000$|1920x1080
风云剧场,http://58.215.3.254:8686/rtp/239.49.9.10:6000$江苏电信组播源|1920x1080
风云剧场,http://121.237.155.224:8800/rtp/239.49.9.10:6000$江苏电信组播源|1920x1080
风云剧场,http://58.215.3.254:8686/rtp/239.49.1.65:6000$江苏电信组播源|1920x1080
风云剧场,http://121.237.155.224:8800/rtp/239.49.1.65:6000$江苏电信组播源|1920x1080
怀旧剧场,http://112.234.23.81:9901/tsfile/live/1027_1.m3u8?key=txiptv&playlive=1&authid=0$
怀旧剧场,http://117.62.6.204:8887/rtp/239.49.9.12:6000$|1920x1080
怀旧剧场,http://121.237.155.224:8800/rtp/239.49.9.12:6000$|1920x1080
怀旧剧场,http://180.113.67.53:8787/rtp/239.49.9.12:6000$|1920x1080
怀旧剧场,http://58.215.3.254:8686/rtp/239.49.9.12:6000$|1920x1080
怀旧剧场,http://180.125.205.135:8888/rtp/239.49.9.12:6000$|1920x1080
怀旧剧场,http://117.62.6.204:8887/rtp/239.49.1.67:6000$|1920x1080
怀旧剧场,http://121.237.155.224:8800/rtp/239.49.1.67:6000$|1920x1080
怀旧剧场,http://180.113.67.53:8787/rtp/239.49.1.67:6000$|1920x1080
怀旧剧场,http://58.215.3.254:8686/rtp/239.49.1.67:6000$|1920x1080
怀旧剧场,http://58.215.3.254:8686/rtp/239.49.9.12:6000$江苏电信组播源|1920x1080
怀旧剧场,http://121.237.155.224:8800/rtp/239.49.9.12:6000$江苏电信组播源|1920x1080
怀旧剧场,http://58.215.3.254:8686/rtp/239.49.1.67:6000$江苏电信组播源|1920x1080
怀旧剧场,http://121.237.155.224:8800/rtp/239.49.1.67:6000$江苏电信组播源|1920x1080
女性时尚,http://58.215.3.254:8686/rtp/239.49.9.14:6000$江苏电信组播源|1920x1080
女性时尚,http://121.237.155.224:8800/rtp/239.49.9.14:6000$江苏电信组播源|1920x1080
女性时尚,http://58.215.3.254:8686/rtp/239.49.1.69:6000$江苏电信组播源|1920x1080
女性时尚,http://121.237.155.224:8800/rtp/239.49.1.69:6000$江苏电信组播源|1920x1080
女性时尚,http://117.62.6.204:8887/rtp/239.49.9.14:6000$|1920x1080
女性时尚,http://121.237.155.224:8800/rtp/239.49.9.14:6000$|1920x1080
女性时尚,http://180.113.67.53:8787/rtp/239.49.9.14:6000$|1920x1080
女性时尚,http://58.215.3.254:8686/rtp/239.49.9.14:6000$|1920x1080
女性时尚,http://180.125.205.135:8888/rtp/239.49.9.14:6000$|1920x1080
女性时尚,http://117.62.6.204:8887/rtp/239.49.1.69:6000$|1920x1080
高尔夫网球,http://112.234.23.81:9901/tsfile/live/1036_1.m3u8?key=txiptv&playlive=1&authid=0$
风云足球,http://112.234.23.81:9901/tsfile/live/1031_1.m3u8?key=txiptv&playlive=1&authid=0$
风云足球,http://59.62.8.250:9901/tsfile/live/0108_1.m3u8?key=txiptv&playlive=1&authid=0$
风云足球,http://58.19.38.162:9901/tsfile/live/1034_1.m3u8?key=txiptv&playlive=1&authid=0$
风云足球,http://117.62.6.204:8887/rtp/239.49.9.6:6000$|1920x1080
风云足球,http://121.237.155.224:8800/rtp/239.49.9.6:6000$|1920x1080
风云足球,http://180.113.67.53:8787/rtp/239.49.9.6:6000$|1920x1080
风云足球,http://58.215.3.254:8686/rtp/239.49.9.6:6000$|1920x1080
风云足球,http://180.125.205.135:8888/rtp/239.49.9.6:6000$|1920x1080
风云足球,http://117.62.6.204:8887/rtp/239.49.1.61:6000$|1920x1080
风云足球,http://121.237.155.224:8800/rtp/239.49.1.61:6000$|1920x1080
风云足球,http://58.215.3.254:8686/rtp/239.49.9.6:6000$江苏电信组播源|1920x1080
风云足球,http://121.237.155.224:8800/rtp/239.49.9.6:6000$江苏电信组播源|1920x1080
风云足球,http://58.215.3.254:8686/rtp/239.49.1.61:6000$江苏电信组播源|1920x1080
风云足球,http://121.237.155.224:8800/rtp/239.49.1.61:6000$江苏电信组播源|1920x1080
电视指南,http://58.215.3.254:8686/rtp/239.49.9.5:6000$江苏电信组播源|1920x1080
电视指南,http://121.237.155.224:8800/rtp/239.49.9.5:6000$江苏电信组播源|1920x1080
电视指南,http://58.215.3.254:8686/rtp/239.49.1.60:6000$江苏电信组播源|1920x1080
电视指南,http://121.237.155.224:8800/rtp/239.49.1.60:6000$江苏电信组播源|1920x1080
电视指南,http://117.62.6.204:8887/rtp/239.49.9.5:6000$|1920x1080
电视指南,http://121.237.155.224:8800/rtp/239.49.9.5:6000$|1920x1080
电视指南,http://180.113.67.53:8787/rtp/239.49.9.5:6000$|1920x1080
电视指南,http://58.215.3.254:8686/rtp/239.49.9.5:6000$|1920x1080
电视指南,http://180.125.205.135:8888/rtp/239.49.9.5:6000$|1920x1080
电视指南,http://117.62.6.204:8887/rtp/239.49.1.60:6000$|1920x1080
世界地理,http://112.234.23.81:9901/tsfile/live/1032_1.m3u8?key=txiptv&playlive=1&authid=0$
世界地理,http://117.62.6.204:8887/rtp/239.49.9.8:6000$|1920x1080
世界地理,http://121.237.155.224:8800/rtp/239.49.9.8:6000$|1920x1080
世界地理,http://180.113.67.53:8787/rtp/239.49.9.8:6000$|1920x1080
世界地理,http://58.215.3.254:8686/rtp/239.49.9.8:6000$|1920x1080
世界地理,http://180.125.205.135:8888/rtp/239.49.9.8:6000$|1920x1080
世界地理,http://117.62.6.204:8887/rtp/239.49.1.63:6000$|1920x1080
世界地理,http://121.237.155.224:8800/rtp/239.49.1.63:6000$|1920x1080
世界地理,http://180.113.67.53:8787/rtp/239.49.1.63:6000$|1920x1080
世界地理,http://58.215.3.254:8686/rtp/239.49.1.63:6000$|1920x1080
世界地理,http://58.215.3.254:8686/rtp/239.49.9.8:6000$江苏电信组播源|1920x1080
世界地理,http://121.237.155.224:8800/rtp/239.49.9.8:6000$江苏电信组播源|1920x1080
世界地理,http://58.215.3.254:8686/rtp/239.49.1.63:6000$江苏电信组播源|1920x1080
世界地理,http://121.237.155.224:8800/rtp/239.49.1.63:6000$江苏电信组播源|1920x1080
兵器科技,http://112.234.23.81:9901/tsfile/live/1033_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
兵器科技,http://222.169.41.210:9901/tsfile/live/1016_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
兵器科技,http://112.234.23.81:9901/tsfile/live/1033_1.m3u8?key=txiptv&playlive=1&authid=0$
兵器科技,http://117.62.6.204:8887/rtp/239.49.9.9:6000$|1920x1080
兵器科技,http://121.237.155.224:8800/rtp/239.49.9.9:6000$|1920x1080
兵器科技,http://180.113.67.53:8787/rtp/239.49.9.9:6000$|1920x1080
兵器科技,http://58.215.3.254:8686/rtp/239.49.9.9:6000$|1920x1080
兵器科技,http://180.125.205.135:8888/rtp/239.49.9.9:6000$|1920x1080
兵器科技,http://117.62.6.204:8887/rtp/239.49.1.64:6000$|1920x1080
兵器科技,http://121.237.155.224:8800/rtp/239.49.1.64:6000$|1920x1080
兵器科技,http://180.113.67.53:8787/rtp/239.49.1.64:6000$|1920x1080
兵器科技,http://58.215.3.254:8686/rtp/239.49.1.64:6000$|1920x1080
兵器科技,http://58.215.3.254:8686/rtp/239.49.9.9:6000$江苏电信组播源|1920x1080
兵器科技,http://121.237.155.224:8800/rtp/239.49.9.9:6000$江苏电信组播源|1920x1080
兵器科技,http://58.215.3.254:8686/rtp/239.49.1.64:6000$江苏电信组播源|1920x1080
兵器科技,http://121.237.155.224:8800/rtp/239.49.1.64:6000$江苏电信组播源|1920x1080
📡卫视频道,#genre#
广东卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226248/index.m3u8$订阅源
广东卫视,http://119.163.63.188:9901/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
广东卫视,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226248/index.m3u8$订阅源
广东卫视,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226248/index.m3u8$订阅源
广东卫视,http://113.57.20.158:9901/tsfile/live/1039_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
广东卫视,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226248/index.m3u8$订阅源
广东卫视,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226248/1.m3u8?icpid=88888888&from=1&hms_devid=1012&vqe=3$订阅源
广东卫视,http://124.116.183.146:9901/tsfile/live/0125_1.m3u8?key=txiptv$订阅源
广东卫视,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226248/index.m3u8$订阅源
广东卫视,http://119.163.228.205:9901/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
广东卫视,http://222.169.85.8:9901/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0$
广东卫视,http://58.51.111.46:1111/tsfile/live/1017_1.m3u8?key=txiptv&playlive=1&authid=0$
广东卫视,http://112.234.23.81:9901/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0$
广东卫视,http://58.57.21.166:9901/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0$
广东卫视,http://123.129.70.178:9901/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0$
广东卫视,http://58.48.37.158:1111/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0$
广东卫视,http://36.35.16.98:9901/tsfile/live/0001_27.m3u8?key=txiptv&playlive=0&authid=0$
广东卫视,http://210.22.75.86:9901/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0$
广东卫视,http://202.100.46.58:9901/tsfile/live/1023_1.m3u8?key=txiptv&playlive=1&authid=0$
广东卫视,http://113.57.20.158:9901/tsfile/live/1039_1.m3u8?key=txiptv&playlive=1&authid=0$
广东卫视,http://139.196.151.191:2051/rtp/239.45.3.230:5140$上海电信组播源
广东卫视,http://110.177.146.171:888/rtp/239.1.1.49:8049$山西电信组播源|1920x1080
广东卫视,http://223.10.115.195:8082/rtp/239.1.1.49:8049$山西电信组播源|1920x1080
广东卫视,http://221.205.181.41:8005/rtp/226.0.2.146:9080$山西联通组播源|1920x1080
广东卫视,http://118.81.216.8:8005/rtp/226.0.2.146:9080$山西联通组播源|1920x1080
广东卫视,http://60.220.167.105:8083/rtp/226.0.2.146:9080$山西联通组播源|1920x1080
广东卫视,http://60.223.72.17:8004/rtp/226.0.2.146:9080$山西联通组播源|1920x1080
广东卫视,http://221.205.181.41:8005/rtp/226.0.2.45:8272$山西联通组播源|1920x1080
广东卫视,http://118.81.216.8:8005/rtp/226.0.2.45:8272$山西联通组播源|1920x1080
广东卫视,http://60.220.167.105:8083/rtp/226.0.2.45:8272$山西联通组播源|1920x1080
香港卫视,http://cctvtxyh5c.liveplay.myqcloud.com/cstv/xianggangweishi_2/index.m3u8$
香港卫视,http://anren.live/HK/BSJDUFpB.m3u8$
香港卫视,http://anren.live/HK/BSJDUFpB.m3u8$LR•IPV4『线路7』$
香港卫视,http://anren.live/HK/BSJDUFpB.m3u8$LR•IPV4『线路4』$
香港卫视,http://cctvtxyh5c.liveplay.myqcloud.com/cstv/xianggangweishi_2/index.m3u8$LR•IPV4『线路12』$
香港卫视,http://anren.live/HK/BSJDUFpB.m3u8$LR•IPV4『线路13』$
香港卫视,http://cctvtxyh5c.liveplay.myqcloud.com/cstv/xianggangweishi_2/index.m3u8$LR•IPV4『线路1』$
香港卫视,http://cctvtxyh5c.liveplay.myqcloud.com/cstv/xianggangweishi_2/index.m3u8$LR•IPV4『线路3』$
香港卫视,http://anren.live/HK/BSJDUFpB.m3u8$LR•IPV4『线路8』$
香港卫视,http://cctvtxyh5c.liveplay.myqcloud.com/cstv/xianggangweishi_2/index.m3u8$LR•IPV4『线路10』$
浙江卫视,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225612/index.m3u8$订阅源
浙江卫视,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226339/index.m3u8$订阅源
浙江卫视,http://[2409:8087:74f0:22::5]:6410/270000001128/9900000531/index.m3u8?channel-id=newtv&livemode=4&Contentid=9900000531$订阅源
浙江卫视,http://122.139.47.206:9901/tsfile/live/0124_1.m3u8?key=txiptv&playlive=0&authid=0$订阅源
浙江卫视,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221226339/index.m3u8$订阅源
浙江卫视,http://124.116.183.146:9901/tsfile/live/0124_1.m3u8?key=txiptv$订阅源
浙江卫视,http://118.122.189.74:9901/tsfile/live/0124_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
浙江卫视,http://58.216.229.130:9901/tsfile/live/0124_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
浙江卫视,http://116.128.242.83:9901/tsfile/live/1010_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
浙江卫视,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226339/index.m3u8$订阅源
浙江卫视,http://123.129.70.178:9901/tsfile/live/0124_1.m3u8?key=txiptv&playlive=1&authid=0$
浙江卫视,http://58.51.111.46:1111/tsfile/live/1024_1.m3u8?key=txiptv&playlive=1&authid=0$
浙江卫视,http://202.100.46.58:9901/tsfile/live/1021_1.m3u8?key=txiptv&playlive=1&authid=0$
浙江卫视,http://61.136.172.236:9901/tsfile/live/0124_1.m3u8?key=txiptv&playlive=1&authid=0$
浙江卫视,http://59.173.243.210:9901/tsfile/live/1024_1.m3u8?key=txiptv&playlive=1&authid=0$
浙江卫视,http://220.249.114.102:9901/tsfile/live/0124_1.m3u8?key=txiptv&playlive=1&authid=0$
浙江卫视,http://59.62.8.250:9901/tsfile/live/0124_1.m3u8?key=txiptv&playlive=1&authid=0$
浙江卫视,http://110.53.218.182:9902/tsfile/live/0124_2.m3u8?key=txiptv&playlive=1&authid=0$
浙江卫视,http://119.163.57.184:9901/tsfile/live/0124_1.m3u8?key=txiptv&playlive=1&authid=0$
浙江卫视,http://223.241.247.214:9901/tsfile/live/1010_1.m3u8?key=txiptv&playlive=1&authid=0$
浙江卫视,http://139.196.151.191:2051/rtp/239.45.3.178:5140$上海电信组播源
浙江卫视,http://110.177.146.171:888/rtp/239.1.1.38:8038$山西电信组播源|1920x1080
浙江卫视,http://223.10.115.195:8082/rtp/239.1.1.38:8038$山西电信组播源|1920x1080
浙江卫视,http://221.205.181.41:8005/rtp/226.0.2.144:9064$山西联通组播源|1920x1080
浙江卫视,http://118.81.216.8:8005/rtp/226.0.2.144:9064$山西联通组播源|1920x1080
浙江卫视,http://60.220.167.105:8083/rtp/226.0.2.144:9064$山西联通组播源|1920x1080
浙江卫视,http://60.223.72.17:8004/rtp/226.0.2.144:9064$山西联通组播源|1920x1080
浙江卫视,http://221.205.181.41:8005/rtp/226.0.2.36:8200$山西联通组播源|1920x1080
浙江卫视,http://118.81.216.8:8005/rtp/226.0.2.36:8200$山西联通组播源|1920x1080
浙江卫视,http://60.220.167.105:8083/rtp/226.0.2.36:8200$山西联通组播源|1920x1080
湖南卫视,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221226307/index.m3u8$订阅源
湖南卫视,http://122.139.47.206:9901/tsfile/live/0128_1.m3u8?key=txiptv&playlive=0&authid=0$订阅源
湖南卫视,http://221.0.78.198:1681/hls/10233/index.m3u8$订阅源
湖南卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226307/index.m3u8$订阅源
湖南卫视,http://61.136.67.238:50085/tsfile/live/0128_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
湖南卫视,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226307/index.m3u8$订阅源
湖南卫视,http://113.57.20.158:9901/tsfile/live/1036_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
湖南卫视,http://[2409:8087:74f0:22::5]:6410/270000001128/9900000523/index.m3u8?channel-id=newtv&livemode=4&Contentid=9900000523$订阅源
湖南卫视,http://222.169.41.210:9901/tsfile/live/0128_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
湖南卫视,http://182.117.136.112:9901/tsfile/live/0128_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
湖南卫视,http://61.136.67.238:50085/tsfile/live/0128_1.m3u8?key=txiptv&playlive=1&authid=0$
湖南卫视,http://58.216.229.130:9901/tsfile/live/0128_1.m3u8?key=txiptv&playlive=1&authid=0$
湖南卫视,http://124.128.73.58:9901/tsfile/live/0128_1.m3u8?key=txiptv&playlive=1&authid=0$
湖南卫视,http://61.157.139.15:9901/tsfile/live/2391_1.m3u8?key=txiptv&playlive=1&authid=0$
湖南卫视,http://221.213.69.82:9901/tsfile/live/0127_2.m3u8?key=txiptv&playlive=0&authid=0$
湖南卫视,http://58.57.21.166:9901/tsfile/live/0128_1.m3u8?key=txiptv&playlive=1&authid=0$
湖南卫视,http://112.234.23.81:9901/tsfile/live/0128_1.m3u8?key=txiptv&playlive=1&authid=0$
湖南卫视,http://113.57.20.158:9901/tsfile/live/1036_1.m3u8?key=txiptv&playlive=1&authid=0$
湖南卫视,http://202.100.46.58:9901/tsfile/live/1019_1.m3u8?key=txiptv&playlive=1&authid=0$
湖南卫视,http://123.129.70.178:9901/tsfile/live/0128_1.m3u8?key=txiptv&playlive=1&authid=0$
湖南卫视,http://139.196.151.191:2051/rtp/239.45.3.228:5140$上海电信组播源
湖南卫视,http://110.177.146.171:888/rtp/239.1.1.28:8028$山西电信组播源|1920x1080
湖南卫视,http://223.10.115.195:8082/rtp/239.1.1.28:8028$山西电信组播源|1920x1080
湖南卫视,http://221.205.181.41:8005/rtp/226.0.2.143:9056$山西联通组播源|1920x1080
湖南卫视,http://118.81.216.8:8005/rtp/226.0.2.143:9056$山西联通组播源|1920x1080
湖南卫视,http://60.220.167.105:8083/rtp/226.0.2.143:9056$山西联通组播源|1920x1080
湖南卫视,http://60.223.72.17:8004/rtp/226.0.2.143:9056$山西联通组播源|1920x1080
湖南卫视,http://221.205.181.41:8005/rtp/226.0.2.33:8176$山西联通组播源|1920x1080
湖南卫视,http://118.81.216.8:8005/rtp/226.0.2.33:8176$山西联通组播源|1920x1080
湖南卫视,http://60.220.167.105:8083/rtp/226.0.2.33:8176$山西联通组播源|1920x1080
